prefid,pref_id,area_sqm,pop1393,pop1580,pop1630,pop1680,pop1776,pop1820,pop1851,pop1880,pop1910,x_longitude,y_latitude,disttreaty1897,genalogy1896_prefmatch,pop1920,distshort3,coa_dist2,rvr_dist2,provcapital,east3,year5,privatebanks3y5
S16P01,227,5122.14,46.7362,134.816,179.966,240.837,428.936,575.103,707.692,430.5,496.974,102.911,24.6732,116.953,0,384.921,1075.76,614.2047,484.1725,0,0,0,0
S16P01,227,5122.14,46.7362,134.816,179.966,240.837,428.936,575.103,707.692,430.5,496.974,102.911,24.6732,116.953,0,384.921,1075.76,614.2047,484.1725,0,0,1,0
S16P01,227,5122.14,46.7362,134.816,179.966,240.837,428.936,575.103,707.692,430.5,496.974,102.911,24.6732,116.953,0,384.921,1075.76,614.2047,484.1725,0,0,2,0
S16P01,227,5122.14,46.7362,134.816,179.966,240.837,428.936,575.103,707.692,430.5,496.974,102.911,24.6732,116.953,0,384.921,1075.76,614.2047,484.1725,0,0,3,0
S16P01,227,5122.14,46.7362,134.816,179.966,240.837,428.936,575.103,707.692,430.5,496.974,102.911,24.6732,116.953,0,384.921,1075.76,614.2047,484.1725,0,0,4,0
S16P01,227,5122.14,46.7362,134.816,179.966,240.837,428.936,575.103,707.692,430.5,496.974,102.911,24.6732,116.953,0,384.921,1075.76,614.2047,484.1725,0,0,5,0
S16P01,227,5122.14,46.7362,134.816,179.966,240.837,428.936,575.103,707.692,430.5,496.974,102.911,24.6732,116.953,0,384.921,1075.76,614.2047,484.1725,0,0,6,0
S16P01,227,5122.14,46.7362,134.816,179.966,240.837,428.936,575.103,707.692,430.5,496.974,102.911,24.6732,116.953,0,384.921,1075.76,614.2047,484.1725,0,0,7,0
S16P01,227,5122.14,46.7362,134.816,179.966,240.837,428.936,575.103,707.692,430.5,496.974,102.911,24.6732,116.953,0,384.921,1075.76,614.2047,484.1725,0,0,8,0
S16P01,227,5122.14,46.7362,134.816,179.966,240.837,428.936,575.103,707.692,430.5,496.974,102.911,24.6732,116.953,0,384.921,1075.76,614.2047,484.1725,0,0,,0
S08P01,101,12527.3,87.0213,419.585,657.817,569.026,914,1089,1211,1366,1553,112.589,31.1698,98.747,4,2199.689,332.5582,727.0878,95.39673,0,1,0,0
S08P01,101,12527.3,87.0213,419.585,657.817,569.026,914,1089,1211,1366,1553,112.589,31.1698,98.747,4,2199.689,332.5582,727.0878,95.39673,0,1,1,0
S08P01,101,12527.3,87.0213,419.585,657.817,569.026,914,1089,1211,1366,1553,112.589,31.1698,98.747,4,2199.689,332.5582,727.0878,95.39673,0,1,2,0
S08P01,101,12527.3,87.0213,419.585,657.817,569.026,914,1089,1211,1366,1553,112.589,31.1698,98.747,4,2199.689,332.5582,727.0878,95.39673,0,1,3,0
S08P01,101,12527.3,87.0213,419.585,657.817,569.026,914,1089,1211,1366,1553,112.589,31.1698,98.747,4,2199.689,332.5582,727.0878,95.39673,0,1,4,0
S08P01,101,12527.3,87.0213,419.585,657.817,569.026,914,1089,1211,1366,1553,112.589,31.1698,98.747,4,2199.689,332.5582,727.0878,95.39673,0,1,5,0
S08P01,101,12527.3,87.0213,419.585,657.817,569.026,914,1089,1211,1366,1553,112.589,31.1698,98.747,4,2199.689,332.5582,727.0878,95.39673,0,1,6,0
S08P01,101,12527.3,87.0213,419.585,657.817,569.026,914,1089,1211,1366,1553,112.589,31.1698,98.747,4,2199.689,332.5582,727.0878,95.39673,0,1,7,0
S08P01,101,12527.3,87.0213,419.585,657.817,569.026,914,1089,1211,1366,1553,112.589,31.1698,98.747,4,2199.689,332.5582,727.0878,95.39673,0,1,8,0.2
S08P01,101,12527.3,87.0213,419.585,657.817,569.026,914,1089,1211,1366,1553,112.589,31.1698,98.747,4,2199.689,332.5582,727.0878,95.39673,0,1,,1
S01P01,1,14751.4,447,1368.14,1845.14,2611.6,4458,5463,6400,2817,2849,117.035,30.5123,133.772,316,2805.604,133.7719,381.3297,29.32697,1,1,0,0
S01P01,1,14751.4,447,1368.14,1845.14,2611.6,4458,5463,6400,2817,2849,117.035,30.5123,133.772,316,2805.604,133.7719,381.3297,29.32697,1,1,1,0
S01P01,1,14751.4,447,1368.14,1845.14,2611.6,4458,5463,6400,2817,2849,117.035,30.5123,133.772,316,2805.604,133.7719,381.3297,29.32697,1,1,2,0
S01P01,1,14751.4,447,1368.14,1845.14,2611.6,4458,5463,6400,2817,2849,117.035,30.5123,133.772,316,2805.604,133.7719,381.3297,29.32697,1,1,3,0
S01P01,1,14751.4,447,1368.14,1845.14,2611.6,4458,5463,6400,2817,2849,117.035,30.5123,133.772,316,2805.604,133.7719,381.3297,29.32697,1,1,4,0.4
S01P01,1,14751.4,447,1368.14,1845.14,2611.6,4458,5463,6400,2817,2849,117.035,30.5123,133.772,316,2805.604,133.7719,381.3297,29.32697,1,1,5,1.4
S01P01,1,14751.4,447,1368.14,1845.14,2611.6,4458,5463,6400,2817,2849,117.035,30.5123,133.772,316,2805.604,133.7719,381.3297,29.32697,1,1,6,1.4
S01P01,1,14751.4,447,1368.14,1845.14,2611.6,4458,5463,6400,2817,2849,117.035,30.5123,133.772,316,2805.604,133.7719,381.3297,29.32697,1,1,7,1.4
S01P01,1,14751.4,447,1368.14,1845.14,2611.6,4458,5463,6400,2817,2849,117.035,30.5123,133.772,316,2805.604,133.7719,381.3297,29.32697,1,1,8,4
S01P01,1,14751.4,447,1368.14,1845.14,2611.6,4458,5463,6400,2817,2849,117.035,30.5123,133.772,316,2805.604,133.7719,381.3297,29.32697,1,1,,5
S06P01,72,12225.2,119.242,209.742,243.767,331.337,612.843,804.45,918.031,1039.36,1183.27,105.927,26.2418,361.461,0,848.272,730.2713,535.5168,296.3047,0,0,0,0
S06P01,72,12225.2,119.242,209.742,243.767,331.337,612.843,804.45,918.031,1039.36,1183.27,105.927,26.2418,361.461,0,848.272,730.2713,535.5168,296.3047,0,0,1,0
S06P01,72,12225.2,119.242,209.742,243.767,331.337,612.843,804.45,918.031,1039.36,1183.27,105.927,26.2418,361.461,0,848.272,730.2713,535.5168,296.3047,0,0,2,0
S06P01,72,12225.2,119.242,209.742,243.767,331.337,612.843,804.45,918.031,1039.36,1183.27,105.927,26.2418,361.461,0,848.272,730.2713,535.5168,296.3047,0,0,3,0
S06P01,72,12225.2,119.242,209.742,243.767,331.337,612.843,804.45,918.031,1039.36,1183.27,105.927,26.2418,361.461,0,848.272,730.2713,535.5168,296.3047,0,0,4,0.4
S06P01,72,12225.2,119.242,209.742,243.767,331.337,612.843,804.45,918.031,1039.36,1183.27,105.927,26.2418,361.461,0,848.272,730.2713,535.5168,296.3047,0,0,5,2
S06P01,72,12225.2,119.242,209.742,243.767,331.337,612.843,804.45,918.031,1039.36,1183.27,105.927,26.2418,361.461,0,848.272,730.2713,535.5168,296.3047,0,0,6,2
S06P01,72,12225.2,119.242,209.742,243.767,331.337,612.843,804.45,918.031,1039.36,1183.27,105.927,26.2418,361.461,0,848.272,730.2713,535.5168,296.3047,0,0,7,1
S06P01,72,12225.2,119.242,209.742,243.767,331.337,612.843,804.45,918.031,1039.36,1183.27,105.927,26.2418,361.461,0,848.272,730.2713,535.5168,296.3047,0,0,8,0
S06P01,72,12225.2,119.242,209.742,243.767,331.337,612.843,804.45,918.031,1039.36,1183.27,105.927,26.2418,361.461,0,848.272,730.2713,535.5168,296.3047,0,0,,0
S03P01,25,131190,4.61865,17.6242,25.3474,38.3705,69,78,84,36,45,95.7891,40.5344,247.481,0,41.607,2083.657,1924.738,1524.15,0,0,0,0
S03P01,25,131190,4.61865,17.6242,25.3474,38.3705,69,78,84,36,45,95.7891,40.5344,247.481,0,41.607,2083.657,1924.738,1524.15,0,0,1,0
S03P01,25,131190,4.61865,17.6242,25.3474,38.3705,69,78,84,36,45,95.7891,40.5344,247.481,0,41.607,2083.657,1924.738,1524.15,0,0,2,0
S03P01,25,131190,4.61865,17.6242,25.3474,38.3705,69,78,84,36,45,95.7891,40.5344,247.481,0,41.607,2083.657,1924.738,1524.15,0,0,3,0
S03P01,25,131190,4.61865,17.6242,25.3474,38.3705,69,78,84,36,45,95.7891,40.5344,247.481,0,41.607,2083.657,1924.738,1524.15,0,0,4,0
S03P01,25,131190,4.61865,17.6242,25.3474,38.3705,69,78,84,36,45,95.7891,40.5344,247.481,0,41.607,2083.657,1924.738,1524.15,0,0,5,0
S03P01,25,131190,4.61865,17.6242,25.3474,38.3705,69,78,84,36,45,95.7891,40.5344,247.481,0,41.607,2083.657,1924.738,1524.15,0,0,6,0
S03P01,25,131190,4.61865,17.6242,25.3474,38.3705,69,78,84,36,45,95.7891,40.5344,247.481,0,41.607,2083.657,1924.738,1524.15,0,0,7,0
S03P01,25,131190,4.61865,17.6242,25.3474,38.3705,69,78,84,36,45,95.7891,40.5344,247.481,0,41.607,2083.657,1924.738,1524.15,0,0,8,1
S03P01,25,131190,4.61865,17.6242,25.3474,38.3705,69,78,84,36,45,95.7891,40.5344,247.481,0,41.607,2083.657,1924.738,1524.15,0,0,,2
S15P01,199,35828.8,30.9585,64.3962,78.5574,73.1321,492,626,737,859,1007,99.1128,30.0101,719.85,0,,1361.197,1285.496,489.9846,0,0,0,0
S15P01,199,35828.8,30.9585,64.3962,78.5574,73.1321,492,626,737,859,1007,99.1128,30.0101,719.85,0,,1361.197,1285.496,489.9846,0,0,1,0
S15P01,199,35828.8,30.9585,64.3962,78.5574,73.1321,492,626,737,859,1007,99.1128,30.0101,719.85,0,,1361.197,1285.496,489.9846,0,0,2,0
S15P01,199,35828.8,30.9585,64.3962,78.5574,73.1321,492,626,737,859,1007,99.1128,30.0101,719.85,0,,1361.197,1285.496,489.9846,0,0,3,0
S15P01,199,35828.8,30.9585,64.3962,78.5574,73.1321,492,626,737,859,1007,99.1128,30.0101,719.85,0,,1361.197,1285.496,489.9846,0,0,4,0
S15P01,199,35828.8,30.9585,64.3962,78.5574,73.1321,492,626,737,859,1007,99.1128,30.0101,719.85,0,,1361.197,1285.496,489.9846,0,0,5,0
S15P01,199,35828.8,30.9585,64.3962,78.5574,73.1321,492,626,737,859,1007,99.1128,30.0101,719.85,0,,1361.197,1285.496,489.9846,0,0,6,0
S15P01,199,35828.8,30.9585,64.3962,78.5574,73.1321,492,626,737,859,1007,99.1128,30.0101,719.85,0,,1361.197,1285.496,489.9846,0,0,7,0
S15P01,199,35828.8,30.9585,64.3962,78.5574,73.1321,492,626,737,859,1007,99.1128,30.0101,719.85,0,,1361.197,1285.496,489.9846,0,0,8,0
S15P01,199,35828.8,30.9585,64.3962,78.5574,73.1321,492,626,737,859,1007,99.1128,30.0101,719.85,0,,1361.197,1285.496,489.9846,0,0,,0
S05P01,57,8565.37,168.705,374.727,595.19,585.703,852.101,1033,1183.79,1345.77,1535.73,106.612,23.9045,181.706,0,160,795.0009,211.5874,379.5574,0,0,0,0
S05P01,57,8565.37,168.705,374.727,595.19,585.703,852.101,1033,1183.79,1345.77,1535.73,106.612,23.9045,181.706,0,160,795.0009,211.5874,379.5574,0,0,1,0
S05P01,57,8565.37,168.705,374.727,595.19,585.703,852.101,1033,1183.79,1345.77,1535.73,106.612,23.9045,181.706,0,160,795.0009,211.5874,379.5574,0,0,2,0
S05P01,57,8565.37,168.705,374.727,595.19,585.703,852.101,1033,1183.79,1345.77,1535.73,106.612,23.9045,181.706,0,160,795.0009,211.5874,379.5574,0,0,3,0
S05P01,57,8565.37,168.705,374.727,595.19,585.703,852.101,1033,1183.79,1345.77,1535.73,106.612,23.9045,181.706,0,160,795.0009,211.5874,379.5574,0,0,4,0
S05P01,57,8565.37,168.705,374.727,595.19,585.703,852.101,1033,1183.79,1345.77,1535.73,106.612,23.9045,181.706,0,160,795.0009,211.5874,379.5574,0,0,5,0
S05P01,57,8565.37,168.705,374.727,595.19,585.703,852.101,1033,1183.79,1345.77,1535.73,106.612,23.9045,181.706,0,160,795.0009,211.5874,379.5574,0,0,6,0
S05P01,57,8565.37,168.705,374.727,595.19,585.703,852.101,1033,1183.79,1345.77,1535.73,106.612,23.9045,181.706,0,160,795.0009,211.5874,379.5574,0,0,7,0
S05P01,57,8565.37,168.705,374.727,595.19,585.703,852.101,1033,1183.79,1345.77,1535.73,106.612,23.9045,181.706,0,160,795.0009,211.5874,379.5574,0,0,8,1.6
S05P01,57,8565.37,168.705,374.727,595.19,585.703,852.101,1033,1183.79,1345.77,1535.73,106.612,23.9045,181.706,0,160,795.0009,211.5874,379.5574,0,0,,3
S13P01,168,3039.14,63.4975,129.075,156.035,186.524,245.023,279.047,309.163,155.721,194.488,111.079,39.0124,527.375,0,149.911,1126.4,537.3776,533.7079,0,1,0,0
S13P01,168,3039.14,63.4975,129.075,156.035,186.524,245.023,279.047,309.163,155.721,194.488,111.079,39.0124,527.375,0,149.911,1126.4,537.3776,533.7079,0,1,1,0
S13P01,168,3039.14,63.4975,129.075,156.035,186.524,245.023,279.047,309.163,155.721,194.488,111.079,39.0124,527.375,0,149.911,1126.4,537.3776,533.7079,0,1,2,0
S13P01,168,3039.14,63.4975,129.075,156.035,186.524,245.023,279.047,309.163,155.721,194.488,111.079,39.0124,527.375,0,149.911,1126.4,537.3776,533.7079,0,1,3,0
S13P01,168,3039.14,63.4975,129.075,156.035,186.524,245.023,279.047,309.163,155.721,194.488,111.079,39.0124,527.375,0,149.911,1126.4,537.3776,533.7079,0,1,4,0
S13P01,168,3039.14,63.4975,129.075,156.035,186.524,245.023,279.047,309.163,155.721,194.488,111.079,39.0124,527.375,0,149.911,1126.4,537.3776,533.7079,0,1,5,0
S13P01,168,3039.14,63.4975,129.075,156.035,186.524,245.023,279.047,309.163,155.721,194.488,111.079,39.0124,527.375,0,149.911,1126.4,537.3776,533.7079,0,1,6,0
S13P01,168,3039.14,63.4975,129.075,156.035,186.524,245.023,279.047,309.163,155.721,194.488,111.079,39.0124,527.375,0,149.911,1126.4,537.3776,533.7079,0,1,7,0
S13P01,168,3039.14,63.4975,129.075,156.035,186.524,245.023,279.047,309.163,155.721,194.488,111.079,39.0124,527.375,0,149.911,1126.4,537.3776,533.7079,0,1,8,0.4
S13P01,168,3039.14,63.4975,129.075,156.035,186.524,245.023,279.047,309.163,155.721,194.488,111.079,39.0124,527.375,0,149.911,1126.4,537.3776,533.7079,0,1,,1
S18P01,262,11148.9,265.191,749.515,966.594,967.177,1932,2304,2608,2928,3300,115.502,38.8557,148.997,16,2592.799,1016.549,178.1365,317.0768,1,1,0,0
S18P01,262,11148.9,265.191,749.515,966.594,967.177,1932,2304,2608,2928,3300,115.502,38.8557,148.997,16,2592.799,1016.549,178.1365,317.0768,1,1,1,0.8
S18P01,262,11148.9,265.191,749.515,966.594,967.177,1932,2304,2608,2928,3300,115.502,38.8557,148.997,16,2592.799,1016.549,178.1365,317.0768,1,1,2,1
S18P01,262,11148.9,265.191,749.515,966.594,967.177,1932,2304,2608,2928,3300,115.502,38.8557,148.997,16,2592.799,1016.549,178.1365,317.0768,1,1,3,0
S18P01,262,11148.9,265.191,749.515,966.594,967.177,1932,2304,2608,2928,3300,115.502,38.8557,148.997,16,2592.799,1016.549,178.1365,317.0768,1,1,4,0.6
S18P01,262,11148.9,265.191,749.515,966.594,967.177,1932,2304,2608,2928,3300,115.502,38.8557,148.997,16,2592.799,1016.549,178.1365,317.0768,1,1,5,4.4
S18P01,262,11148.9,265.191,749.515,966.594,967.177,1932,2304,2608,2928,3300,115.502,38.8557,148.997,16,2592.799,1016.549,178.1365,317.0768,1,1,6,5.6
S18P01,262,11148.9,265.191,749.515,966.594,967.177,1932,2304,2608,2928,3300,115.502,38.8557,148.997,16,2592.799,1016.549,178.1365,317.0768,1,1,7,5
S18P01,262,11148.9,265.191,749.515,966.594,967.177,1932,2304,2608,2928,3300,115.502,38.8557,148.997,16,2592.799,1016.549,178.1365,317.0768,1,1,8,10.6
S18P01,262,11148.9,265.191,749.515,966.594,967.177,1932,2304,2608,2928,3300,115.502,38.8557,148.997,16,2592.799,1016.549,178.1365,317.0768,1,1,,15
S15P02,200,31589.9,71.6927,185.101,238.54,19.3606,777.286,1200.38,1630.66,2171.47,2920.69,105.968,31.5818,231.751,5,4748.368,773.2125,1138.774,233.5371,0,0,0,0
S15P02,200,31589.9,71.6927,185.101,238.54,19.3606,777.286,1200.38,1630.66,2171.47,2920.69,105.968,31.5818,231.751,5,4748.368,773.2125,1138.774,233.5371,0,0,1,0
S15P02,200,31589.9,71.6927,185.101,238.54,19.3606,777.286,1200.38,1630.66,2171.47,2920.69,105.968,31.5818,231.751,5,4748.368,773.2125,1138.774,233.5371,0,0,2,0
S15P02,200,31589.9,71.6927,185.101,238.54,19.3606,777.286,1200.38,1630.66,2171.47,2920.69,105.968,31.5818,231.751,5,4748.368,773.2125,1138.774,233.5371,0,0,3,0
S15P02,200,31589.9,71.6927,185.101,238.54,19.3606,777.286,1200.38,1630.66,2171.47,2920.69,105.968,31.5818,231.751,5,4748.368,773.2125,1138.774,233.5371,0,0,4,0.4
S15P02,200,31589.9,71.6927,185.101,238.54,19.3606,777.286,1200.38,1630.66,2171.47,2920.69,105.968,31.5818,231.751,5,4748.368,773.2125,1138.774,233.5371,0,0,5,0.2
S15P02,200,31589.9,71.6927,185.101,238.54,19.3606,777.286,1200.38,1630.66,2171.47,2920.69,105.968,31.5818,231.751,5,4748.368,773.2125,1138.774,233.5371,0,0,6,0
S15P02,200,31589.9,71.6927,185.101,238.54,19.3606,777.286,1200.38,1630.66,2171.47,2920.69,105.968,31.5818,231.751,5,4748.368,773.2125,1138.774,233.5371,0,0,7,0
S15P02,200,31589.9,71.6927,185.101,238.54,19.3606,777.286,1200.38,1630.66,2171.47,2920.69,105.968,31.5818,231.751,5,4748.368,773.2125,1138.774,233.5371,0,0,8,0.4
S15P02,200,31589.9,71.6927,185.101,238.54,19.3606,777.286,1200.38,1630.66,2171.47,2920.69,105.968,31.5818,231.751,5,4748.368,773.2125,1138.774,233.5371,0,0,,3
S09P13,112,22585.7,165,514,696.481,718.172,1403,1825,2049,2290,2997,111.475,27.2493,351.811,195,2764.946,181.7236,538.2294,206.557,0,1,0,0
S09P13,112,22585.7,165,514,696.481,718.172,1403,1825,2049,2290,2997,111.475,27.2493,351.811,195,2764.946,181.7236,538.2294,206.557,0,1,1,0
S09P13,112,22585.7,165,514,696.481,718.172,1403,1825,2049,2290,2997,111.475,27.2493,351.811,195,2764.946,181.7236,538.2294,206.557,0,1,2,0
S09P13,112,22585.7,165,514,696.481,718.172,1403,1825,2049,2290,2997,111.475,27.2493,351.811,195,2764.946,181.7236,538.2294,206.557,0,1,3,0
S09P13,112,22585.7,165,514,696.481,718.172,1403,1825,2049,2290,2997,111.475,27.2493,351.811,195,2764.946,181.7236,538.2294,206.557,0,1,4,1.2
S09P13,112,22585.7,165,514,696.481,718.172,1403,1825,2049,2290,2997,111.475,27.2493,351.811,195,2764.946,181.7236,538.2294,206.557,0,1,5,3
S09P13,112,22585.7,165,514,696.481,718.172,1403,1825,2049,2290,2997,111.475,27.2493,351.811,195,2764.946,181.7236,538.2294,206.557,0,1,6,1
S09P13,112,22585.7,165,514,696.481,718.172,1403,1825,2049,2290,2997,111.475,27.2493,351.811,195,2764.946,181.7236,538.2294,206.557,0,1,7,0.4
S09P13,112,22585.7,165,514,696.481,718.172,1403,1825,2049,2290,2997,111.475,27.2493,351.811,195,2764.946,181.7236,538.2294,206.557,0,1,8,0
S09P13,112,22585.7,165,514,696.481,718.172,1403,1825,2049,2290,2997,111.475,27.2493,351.811,195,2764.946,181.7236,538.2294,206.557,0,1,,0
S12P01,155,12305.3,272.766,750.859,955.517,1525.34,2669.38,3113.51,3411.75,3716.97,4076.48,115.444,35.2503,458.926,4,3057.188,616.7656,313.0285,65.10205,0,1,0,0
S12P01,155,12305.3,272.766,750.859,955.517,1525.34,2669.38,3113.51,3411.75,3716.97,4076.48,115.444,35.2503,458.926,4,3057.188,616.7656,313.0285,65.10205,0,1,1,0
S12P01,155,12305.3,272.766,750.859,955.517,1525.34,2669.38,3113.51,3411.75,3716.97,4076.48,115.444,35.2503,458.926,4,3057.188,616.7656,313.0285,65.10205,0,1,2,0
S12P01,155,12305.3,272.766,750.859,955.517,1525.34,2669.38,3113.51,3411.75,3716.97,4076.48,115.444,35.2503,458.926,4,3057.188,616.7656,313.0285,65.10205,0,1,3,0
S12P01,155,12305.3,272.766,750.859,955.517,1525.34,2669.38,3113.51,3411.75,3716.97,4076.48,115.444,35.2503,458.926,4,3057.188,616.7656,313.0285,65.10205,0,1,4,0
S12P01,155,12305.3,272.766,750.859,955.517,1525.34,2669.38,3113.51,3411.75,3716.97,4076.48,115.444,35.2503,458.926,4,3057.188,616.7656,313.0285,65.10205,0,1,5,0
S12P01,155,12305.3,272.766,750.859,955.517,1525.34,2669.38,3113.51,3411.75,3716.97,4076.48,115.444,35.2503,458.926,4,3057.188,616.7656,313.0285,65.10205,0,1,6,0
S12P01,155,12305.3,272.766,750.859,955.517,1525.34,2669.38,3113.51,3411.75,3716.97,4076.48,115.444,35.2503,458.926,4,3057.188,616.7656,313.0285,65.10205,0,1,7,0
S12P01,155,12305.3,272.766,750.859,955.517,1525.34,2669.38,3113.51,3411.75,3716.97,4076.48,115.444,35.2503,458.926,4,3057.188,616.7656,313.0285,65.10205,0,1,8,0
S12P01,155,12305.3,272.766,750.859,955.517,1525.34,2669.38,3113.51,3411.75,3716.97,4076.48,115.444,35.2503,458.926,4,3057.188,616.7656,313.0285,65.10205,0,1,,0
S09P14,113,11972.3,293,1347,2025.38,1096.84,1066,1270,1319,1515,1798,111.691,29.0348,154.042,87,2328.876,156.3052,701.2725,17.43691,0,1,0,0
S09P14,113,11972.3,293,1347,2025.38,1096.84,1066,1270,1319,1515,1798,111.691,29.0348,154.042,87,2328.876,156.3052,701.2725,17.43691,0,1,1,0.8
S09P14,113,11972.3,293,1347,2025.38,1096.84,1066,1270,1319,1515,1798,111.691,29.0348,154.042,87,2328.876,156.3052,701.2725,17.43691,0,1,2,1
S09P14,113,11972.3,293,1347,2025.38,1096.84,1066,1270,1319,1515,1798,111.691,29.0348,154.042,87,2328.876,156.3052,701.2725,17.43691,0,1,3,0
S09P14,113,11972.3,293,1347,2025.38,1096.84,1066,1270,1319,1515,1798,111.691,29.0348,154.042,87,2328.876,156.3052,701.2725,17.43691,0,1,4,2
S09P14,113,11972.3,293,1347,2025.38,1096.84,1066,1270,1319,1515,1798,111.691,29.0348,154.042,87,2328.876,156.3052,701.2725,17.43691,0,1,5,2.4
S09P14,113,11972.3,293,1347,2025.38,1096.84,1066,1270,1319,1515,1798,111.691,29.0348,154.042,87,2328.876,156.3052,701.2725,17.43691,0,1,6,2
S09P14,113,11972.3,293,1347,2025.38,1096.84,1066,1270,1319,1515,1798,111.691,29.0348,154.042,87,2328.876,156.3052,701.2725,17.43691,0,1,7,1.2
S09P14,113,11972.3,293,1347,2025.38,1096.84,1066,1270,1319,1515,1798,111.691,29.0348,154.042,87,2328.876,156.3052,701.2725,17.43691,0,1,8,2.4
S09P14,113,11972.3,293,1347,2025.38,1096.84,1066,1270,1319,1515,1798,111.691,29.0348,154.042,87,2328.876,156.3052,701.2725,17.43691,0,1,,3
S10P01,129,7674.24,776,1577.2,1906.54,2123.12,3115,3896,4409,1491,2318,119.952,31.7828,67.1926,749,3707.386,442.8551,95.02494,7.325272,0,1,0,0
S10P01,129,7674.24,776,1577.2,1906.54,2123.12,3115,3896,4409,1491,2318,119.952,31.7828,67.1926,749,3707.386,442.8551,95.02494,7.325272,0,1,1,0
S10P01,129,7674.24,776,1577.2,1906.54,2123.12,3115,3896,4409,1491,2318,119.952,31.7828,67.1926,749,3707.386,442.8551,95.02494,7.325272,0,1,2,0
S10P01,129,7674.24,776,1577.2,1906.54,2123.12,3115,3896,4409,1491,2318,119.952,31.7828,67.1926,749,3707.386,442.8551,95.02494,7.325272,0,1,3,1.8
S10P01,129,7674.24,776,1577.2,1906.54,2123.12,3115,3896,4409,1491,2318,119.952,31.7828,67.1926,749,3707.386,442.8551,95.02494,7.325272,0,1,4,3.8
S10P01,129,7674.24,776,1577.2,1906.54,2123.12,3115,3896,4409,1491,2318,119.952,31.7828,67.1926,749,3707.386,442.8551,95.02494,7.325272,0,1,5,8.8
S10P01,129,7674.24,776,1577.2,1906.54,2123.12,3115,3896,4409,1491,2318,119.952,31.7828,67.1926,749,3707.386,442.8551,95.02494,7.325272,0,1,6,9.6
S10P01,129,7674.24,776,1577.2,1906.54,2123.12,3115,3896,4409,1491,2318,119.952,31.7828,67.1926,749,3707.386,442.8551,95.02494,7.325272,0,1,7,9
S10P01,129,7674.24,776,1577.2,1906.54,2123.12,3115,3896,4409,1491,2318,119.952,31.7828,67.1926,749,3707.386,442.8551,95.02494,7.325272,0,1,8,16.8
S10P01,129,7674.24,776,1577.2,1906.54,2123.12,3115,3896,4409,1491,2318,119.952,31.7828,67.1926,749,3707.386,442.8551,95.02494,7.325272,0,1,,23
S09P30,128,40955,570,2293,3326.92,1750.13,3419,4453,5324,6332,7577,112.978,28.1982,251.206,1607,7625.877,0,579.0889,52.44913,1,1,0,0
S09P30,128,40955,570,2293,3326.92,1750.13,3419,4453,5324,6332,7577,112.978,28.1982,251.206,1607,7625.877,0,579.0889,52.44913,1,1,1,0.6
S09P30,128,40955,570,2293,3326.92,1750.13,3419,4453,5324,6332,7577,112.978,28.1982,251.206,1607,7625.877,0,579.0889,52.44913,1,1,2,0.8
S09P30,128,40955,570,2293,3326.92,1750.13,3419,4453,5324,6332,7577,112.978,28.1982,251.206,1607,7625.877,0,579.0889,52.44913,1,1,3,0
S09P30,128,40955,570,2293,3326.92,1750.13,3419,4453,5324,6332,7577,112.978,28.1982,251.206,1607,7625.877,0,579.0889,52.44913,1,1,4,8.6
S09P30,128,40955,570,2293,3326.92,1750.13,3419,4453,5324,6332,7577,112.978,28.1982,251.206,1607,7625.877,0,579.0889,52.44913,1,1,5,11.8
S09P30,128,40955,570,2293,3326.92,1750.13,3419,4453,5324,6332,7577,112.978,28.1982,251.206,1607,7625.877,0,579.0889,52.44913,1,1,6,6.8
S09P30,128,40955,570,2293,3326.92,1750.13,3419,4453,5324,6332,7577,112.978,28.1982,251.206,1607,7625.877,0,579.0889,52.44913,1,1,7,4.2
S09P30,128,40955,570,2293,3326.92,1750.13,3419,4453,5324,6332,7577,112.978,28.1982,251.206,1607,7625.877,0,579.0889,52.44913,1,1,8,7.6
S09P30,128,40955,570,2293,3326.92,1750.13,3419,4453,5324,6332,7577,112.978,28.1982,251.206,1607,7625.877,0,579.0889,52.44913,1,1,,13
S18P02,263,52083.2,91.2277,260.838,349.352,305.979,500,980,1493,2214,3329,120.451,41.5801,387.548,0,,1378.315,221.3883,748.0179,0,1,0,0
S18P02,263,52083.2,91.2277,260.838,349.352,305.979,500,980,1493,2214,3329,120.451,41.5801,387.548,0,,1378.315,221.3883,748.0179,0,1,1,0
S18P02,263,52083.2,91.2277,260.838,349.352,305.979,500,980,1493,2214,3329,120.451,41.5801,387.548,0,,1378.315,221.3883,748.0179,0,1,2,0
S18P02,263,52083.2,91.2277,260.838,349.352,305.979,500,980,1493,2214,3329,120.451,41.5801,387.548,0,,1378.315,221.3883,748.0179,0,1,3,0
S18P02,263,52083.2,91.2277,260.838,349.352,305.979,500,980,1493,2214,3329,120.451,41.5801,387.548,0,,1378.315,221.3883,748.0179,0,1,4,0
S18P02,263,52083.2,91.2277,260.838,349.352,305.979,500,980,1493,2214,3329,120.451,41.5801,387.548,0,,1378.315,221.3883,748.0179,0,1,5,1
S18P02,263,52083.2,91.2277,260.838,349.352,305.979,500,980,1493,2214,3329,120.451,41.5801,387.548,0,,1378.315,221.3883,748.0179,0,1,6,5.8
