id,province,prefecture,year,interestrate,lender,borrower,duration,loanamount,loandeposit,urban,pop1776,pop1820,pop1851,pop1880,pop1910,coastal_distance,river_distance,jinshi,river_length,area_sqm,treatyports,provcapital,pref_id,genealogy1911,civilwars,chambermemberp1913,urban1910,x_longitude_l,y_latitude_l,protestantmissinaries1920,disttreaty1897,firms1911,telegraphp_1911,postofficep_1911,pop1393,pop1580,pop1630,pop1680,distshort,east3
pkx.d3204,1,1001,1912,9.6,fbank,merc,s,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
pkx.d3205,1,1001,1912,9.6,fbank,merc,s,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
pkx.d3199,1,1001,1912,9.6,fbank,merc,s,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
pkx.d3202,1,1001,1912,9.6,fbank,ofin,s,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d433,1,1001,1912,16.8,bank,off,ll,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
pkx.d3203,1,1001,1912,9.6,fbank,ofin,s,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
pkx.d3201,1,1001,1913,9.6,fbank,merc,s,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
pkx.d50,1,1001,1914,6,fbank,lord,m,n,d,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
pkx.d2597,1,1001,1914,5.4,bank,off,ll,n,d,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d36,1,1001,1915,6.5,bank,humb,m,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d74,1,1001,1915,8,bank,humb,l,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d33,1,1001,1915,7,bank,humb,l,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d59,1,1001,1915,9,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d69,1,1001,1915,9,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d31,1,1001,1915,5,bank,humb,m,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d34,1,1001,1915,5.5,bank,humb,s,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d64,1,1001,1915,8,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d78,1,1001,1915,10,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d41,1,1001,1915,7.5,bank,humb,l,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
pkx.d381,1,1001,1915,16.8,bank,off,ll,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d62,1,1001,1915,10.5,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d77,1,1001,1915,9.5,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d61,1,1001,1915,10,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d54,1,1001,1915,6.5,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d39,1,1001,1915,8,bank,humb,l,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d38,1,1001,1915,7.5,bank,humb,l,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d67,1,1001,1915,8,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d76,1,1001,1915,9,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d56,1,1001,1915,7.5,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d79,1,1001,1915,2,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d32,1,1001,1915,6,bank,humb,m,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d44,1,1001,1915,9,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d71,1,1001,1915,7.5,bank,humb,l,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d43,1,1001,1915,8.5,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d290,1,1001,1915,12,bank,off,ll,u,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d48,1,1001,1915,8,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d42,1,1001,1915,8,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d70,1,1001,1915,9.5,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d53,1,1001,1915,6,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d35,1,1001,1915,6,bank,humb,m,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d52,1,1001,1915,10,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d63,1,1001,1915,7.5,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d65,1,1001,1915,8.5,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d49,1,1001,1915,8.5,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d47,1,1001,1915,10.5,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d50,1,1001,1915,9,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d37,1,1001,1915,7,bank,humb,l,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d46,1,1001,1915,10,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d60,1,1001,1915,9.5,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d73,1,1001,1915,9,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d45,1,1001,1915,9.5,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d72,1,1001,1915,8.5,bank,humb,l,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d51,1,1001,1915,9.5,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d75,1,1001,1915,8.5,bank,humb,l,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d55,1,1001,1915,7,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d68,1,1001,1915,8.5,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d58,1,1001,1915,8.5,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d57,1,1001,1915,8,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d66,1,1001,1915,9,bank,humb,ll,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d40,1,1001,1915,7,bank,humb,l,n,s,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
pkxa.d107,1,1001,1917,16.8,smbk,merc,s,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d101,1,1001,1917,7.5,bank,off,l,u,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d457,1,1001,1917,8.4,bank,off,l,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
pkx.d2598,1,1001,1918,7.2,bank,off,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d356,1,1001,1918,7,bank,nfin,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
lym.b16,1,1001,1918,,priv,humb,l,n,l,r,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d222,1,1001,1918,9.6,bank,off,ll,u,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d362,1,1001,1919,20,bank,nfin,s,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d225,1,1001,1919,14.4,bank,off,ll,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
zgw.d30a,1,1001,1919,8.800000000000001,bank,merc,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d361,1,1001,1919,8.4,bank,nfin,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d360,1,1001,1919,8.4,bank,nfin,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d364,1,1001,1919,21.6,bank,nfin,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
zgw.d46b,1,1001,1919,12,bank,merc,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d223,1,1001,1919,.95,bank,off,l,n,d,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
zgw.d66,1,1001,1919,9,bank,merc,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d224,1,1001,1919,12,bank,off,ll,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d359,1,1001,1919,8.4,bank,nfin,s,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
pkx.d2265,1,1001,1919,17.4,smbk,merc,s,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d357,1,1001,1919,16.8,bank,nfin,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d363,1,1001,1919,10.8,bank,nfin,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
zgw.d54b,1,1001,1919,18,bank,merc,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
zgw.d30b,1,1001,1919,10.8,bank,merc,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
zgw.d46a,1,1001,1919,9,bank,merc,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
zgw.d54a,1,1001,1919,9.6,bank,merc,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d448,1,1001,1919,9.6,bank,off,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d358,1,1001,1919,9.6,bank,nfin,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d365,1,1001,1920,19.2,bank,nfin,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d405,1,1001,1920,10.8,bank,nfin,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d373,1,1001,1920,21.6,smbk,nfin,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d380,1,1001,1920,21.6,smbk,nfin,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d406,1,1001,1920,10.8,bank,nfin,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
hfk.d417,1,1001,1920,18,smbk,nfin,m,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
ys.d357,1,1001,1920,10.2,bank,nfin,s,n,l,c,198.7,386,460.60001,543.29999,644.59998,112.537,423.13199,1447,39.973999,26182.30078,0,1,9513,28,12,4469,21,116.368,39.931427,264,112.90085,23,321,560,445.36414,2439.6057,3389.7366,1776.2567,1135.7305,1
